date,PM2.5,PM10,NO2,CO,temperature,humidity,traffic
2022-01-01 00:00:00,68.69021545015713,36.00797758365338,48.176354706952566,2.9236774231242313,27.80641660845973,50.63734061735491,373.90344701219766
2022-01-01 01:00:00,143.59285983328908,76.86508960491108,19.313976693642786,2.6545083860449914,13.846081629573817,66.29633431268823,483.5308855049671
2022-01-01 02:00:00,115.15921243548266,198.0409663750952,27.37902710572554,2.2157876052985706,38.411444369660344,87.1971845120745,220.6348083298826
2022-01-01 03:00:00,97.82560294561476,75.93895944528754,73.47537236830658,1.411793555400482,16.702335167972002,40.22946465201634,386.2337454441277
2022-01-01 04:00:00,40.28242325751675,142.82998936528114,58.798226293066975,0.8006679337118616,9.474252075305031,59.25418784869551,379.2463438473473
2022-01-01 05:00:00,40.27928764370634,50.11081130692265,31.481699958126864,2.061645288178661,20.922223137889123,79.15052939781604,394.4289302206885
2022-01-01 06:00:00,27.550869581865932,132.3140971080291,71.41485856479967,0.7644775052173247,9.455099522445622,38.17812488203357,280.2977398884576
2022-01-01 07:00:00,132.60289895074158,197.36185213351325,27.519936578897514,0.25672505979474375,38.67535480572631,38.150067589571194,286.65784047656143
2022-01-01 08:00:00,98.14495152661715,79.6123789882791,51.23578972202178,1.8050523473496896,22.674581430249344,81.75012887635867,439.26260899723206
2022-01-01 09:00:00,112.04943511348591,174.1728547838491,35.79460363509736,1.3035651529566021,26.008067226480154,87.31931106698542,147.84812169698665
2022-01-01 10:00:00,22.675984258454317,199.58713466231103,62.65045865512455,2.652852265834112,21.954287337983764,67.92931106100662,327.7571043554414
2022-01-01 11:00:00,146.08828078105927,130.05419508252646,36.01111491565542,2.0081841714429904,13.143726059665465,65.1173576035078,281.7333605026586
2022-01-01 12:00:00,128.21754330405483,82.59818707276601,27.420317087081187,2.0123002899742763,10.961090819795427,56.85549671985706,236.64168489374552
2022-01-01 13:00:00,47.6040843881759,144.50031418285656,52.53932252273971,2.406100533381746,38.79105991101191,74.69112284851727,450.6348784664354
2022-01-01 14:00:00,43.63724573692308,173.6241950656652,62.173830920173735,1.1398256031830234,16.10652770773716,87.58218241698188,70.85141506928696
